id,label
11734,Arbitramento
11735,Arbitrariedade
11736,Arbitrária aposição do próprio nome em mercadoria
11737,Argentina
11738,Arguição de falsidade
11739,Arguição de impedimento
11740,Arguição de incompetência
11741,Arguição de inconstitucionalidade
11742,Arguição de nulidade
11743,Arguição de relevância
11744,Arguição de suspeição
11745,Arguição pública
11746,Arma
11747,Arma branca
11748,Arma de brinquedo
11749,Arma de fogo
11750,Arma de pressão
11751,Arma ineficiente
11752,Arma perfurante
11753,Armador
11754,Armas (símbolo nacional)
11755,Armazenagem
11756,Armazém
11757,Armazém de terceiro
11758,Armazém-geral
11759,Arquiteto
11760,Arquitetura
11761,Arquivamento
11762,Arquivamento dos autos com baixa na distribuição
11763,Arquivamento dos autos sem baixa na distribuição
11764,Arquivamento implícito
11765,Arquivista
11766,Arquivo
11767,Arras
11768,Arras confirmatórias
11769,Arras penitenciais
11770,Arrebatamento
11771,Arrebatamento de preso
11772,Arrecadação
11773,Arrecadação de bens
11774,Arrecadação previdenciária
11775,Arrematante
11776,Arrematação
11777,Arrematação judicial
11778,Arremesso
11779,Arremesso de projétil
11780,Arremesso perigoso
11781,Arrendador
11782,Arrendamento
11783,Arrendamento mercantil
11784,Arrendamento rural
11785,Arrendatário
11786,Arrendatário rural
11787,Arrependimento
11788,Arrependimento eficaz
11789,Arrependimento posterior
11790,Arresto
11791,Arrimo de família
11792,Arrolamento comum
11793,Arrolamento de bens
11794,Arrolamento de testemunha
11795,Arrolamento sumário
11796,Arrombamento
11797,Arrumador
11798,Artigo
11799,Artigo jurídico
11800,Artista
11801,Artífice
11802,Artífice de artes gráficas
11803,Artífice de carpintaria e marcenaria
11804,Artífice de eletricidade e comunicação
11805,Artífice de mecânica
11806,Asbestose
11807,Ascendente
11808,Ascendente inválido
11809,Ascendente valetudinário
11810,Ascensão funcional
11811,Asfixia
11812,Asilo
11813,Asilo político
11814,Aspirante à vida religiosa
11815,Assembleia de condôminos
11816,Assembleia estadual constituinte
11817,Assembleia geral
11818,Assembleia geral das nações unidas (agnu)
11819,Assembleia geral extraordinária
11820,Assembleia geral ordinária
11821,Assembleia legislativa
11822,Assembleia nacional constituinte
11823,Assentamento funcional
11824,Assentamento rural
11825,Assessor
11826,Assessor de juiz
11827,Assessor judiciário
11828,Assessoramento
11829,Assiduidade
11830,Assinatura
11831,Assinatura básica residencial
11832,Assinatura digital
11833,Assinatura eletrônica
11834,Assistente
11835,Assistente da acusação
11836,Assistente datilógrafo
11837,Assistente de informática
11838,Assistente jurídico
11839,Assistente litisconsorcial
11840,Assistente social
11841,Assistente técnico
11842,Assistido
11843,Assistência
11844,Assistência (direito civil)
11845,Assistência ambulatorial
11846,Assistência ao egresso
11847,Assistência educacional
11848,Assistência hospitalar
11849,Assistência judiciária
11850,Assistência litisconsorcial
11851,Assistência material
11852,Assistência médica
11853,Assistência odontológica
11854,Assistência religiosa
11855,Assistência simples
11856,Assistência social
11857,Assistência técnica
11858,Associado
11859,Associação
11860,Associação (lei de tóxicos)
11861,Associação brasileira de normas técnicas (abnt)
11862,Associação civil
11863,Associação criminosa
11864,Associação criminosa armada
11865,Associação de classe
11866,Associação de defesa do consumidor
11867,Associação de lojistas
11868,Associação de moradores
11869,Associação de pais e mestres
11870,Associação de poupança e empréstimo (ape)
11871,Associação de servidores
11872,Associação de utilidade pública
11873,Associação eventual
11874,Associação internacional de desenvolvimento (aid)
11875,Associação latino-americana de integração (aladi)
11876,Associação latino-americana de livre comércio (alalc)
11877,Associação nacional dos bancos de investimento e desenvolvimento (anbid)
11878,Associação permanente
11879,Associação profissional
11880,Associação representativa de municípios
11881,Associação secreta
11882,Assunção
11883,Assunção de obrigação no último ano do mandato ou legislatura
11884,Assédio sexual
11885,Astreintes
11886,Ata
11887,Ata de julgamento
11888,Atendente judiciário
11889,Atendimento
11890,Atendimento ao público
11891,Atentado
11892,Atentado ao pudor mediante fraude
11893,Atentado contra a liberdade de associação
11894,Atentado contra a liberdade de contrato de trabalho
11895,Atentado contra a liberdade de trabalho
11896,Atentado contra a segurança de serviço de utilidade pública
11897,Atentado contra a segurança de transporte aéreo
11898,Atentado contra a segurança de transporte fluvial
11899,Atentado contra a segurança de transporte marítimo
11900,Atentado contra a segurança de transporte público
11901,Atentado violento ao pudor
11902,Atestado
11903,Atestado de pobreza
11904,Atestado de óbito
11905,Atestado médico
11906,Atipicidade
11907,Atipicidade conglobante
11908,Atipicidade formal
11909,Atipicidade material
11910,Atividade
11911,Atividade agropecuária
11912,Atividade agrícola
11913,Atividade beneficente
11914,Atividade básica
11915,Atividade cinematográfica
11916,Atividade civil
11917,Atividade clandestina
11918,Atividade comercial
11919,Atividade cultural
11920,Atividade econômica
11921,Atividade educativa
11922,Atividade empresarial
11923,Atividade essencial
11924,Atividade externa
11925,Atividade extrativista
11926,Atividade hortifrutigranjeira
11927,Atividade industrial
11928,Atividade insalubre
11929,Atividade jurídica
11930,Atividade nociva ao interesse nacional
11931,Atividade pecuária
11932,Atividade penosa
11933,Atividade perigosa
11934,Atividade pesqueira
11935,Atividade preponderante
11936,Atividade privada
11937,Atividade profissional
11938,Atividade remunerada
11939,Atividade rural
11940,Atividade urbana
11941,Atividade-fim
11942,Atividade-meio
11943,Ativo
11944,Ativo circulante
11945,Ativo financeiro
11946,Ativo imobilizado
11947,Ativo permanente
11948,Ativo realizável
11949,Atleta profissional
11950,Ato administrativo
11951,Ato administrativo comissivo
11952,Ato administrativo discricionário
11953,Ato administrativo omissivo
11954,Ato administrativo vinculado
11955,Ato anterior
11956,Ato anulável
11957,Ato arbitrário
11958,Ato atentatório à dignidade da justiça
11959,Ato atentatório à dignidade da vítima
11960,Ato atentatório à dignidade de testemunha
11961,Ato bilateral
11962,Ato coator
11963,Ato coercitivo
11964,Ato complexo
11965,Ato composto
11966,Ato concreto
11967,Ato constitutivo
11968,Ato consumado
11969,Ato continuado
11970,Ato cooperativo
11971,Ato das disposições constitucionais transitórias (adct)
11972,Ato de autoridade
11973,Ato de cooperação
11974,Ato de exceção
11975,Ato de execução
11976,Ato de expediente
11977,Ato de gestão
11978,Ato de governo local
11979,Ato de império
11980,Ato decisório
11981,Ato declaratório
11982,Ato declaratório interpretativo
11983,Ato discricionário
11984,Ato expropriatório
11985,Ato extrajudicial
11986,Ato ilegal
11987,Ato ilícito
11988,Ato imperioso
11989,Ato impugnado
11990,Ato ineficaz
11991,Ato inequívoco
11992,Ato inexistente
11993,Ato infracional
11994,Ato institucional
11995,Ato inter vivos
11996,Ato interna corporis
11997,Ato inválido
11998,Ato judicial
11999,Ato jurídico
12000,Ato jurídico condicional
12001,Ato jurídico perfeito
12002,Ato lesivo
12003,Ato libidinoso
12004,Ato lícito
12005,Ato normativo
12006,Ato normativo secundário
12007,Ato nulo
12008,Ato não-cooperativo
12009,Ato obsceno (crime)
12010,Ato precário
12011,Ato preparatório
12012,Ato privativo
12013,Ato processual
12014,Ato protelatório
12015,Ato simples
12016,Ato teratológico
12017,Ato unilateral
12018,Ato vinculado
12019,Ato voluntário
12020,Ato válido
12021,Ato único
12022,Atracação
12023,Atraso
12024,Atribuição
12025,Atribuição de falsa identidade para realização de operação de câmbio
12026,Atribuição de falsa qualidade a estrangeiro
12027,Atropelamento
12028,Atualização
12029,Atuação
12030,Auditor
12031,Auditor de finanças públicas
12032,Auditor fiscal do tesouro nacional (aftn)
12033,Auditor fiscal do trabalho
12034,Auditor-fiscal da receita federal
12035,Auditoria
12036,Auditoria militar
12037,Audição
12038,Audição pública
12039,Audiência
12040,Audiência admonitória
12041,Audiência de apresentação
12042,Audiência de conciliação ou mediação
12043,Audiência de custódia
12044,Audiência de instrução e julgamento
12045,Audiência de oblação
12046,Audiência em continuação
12047,Audiência preliminar
12048,Audiência prévia
12049,Aumento
12050,Aumento da pena
12051,Aumento de despesa total com pessoal no último ano do mandato ou legislatura
12052,Ausente (direito civil)
12053,Austrália
12054,Ausência (direito civil)
12055,Ausência ao serviço
12056,Ausência do contrato
12057,Ausência injustificada
12058,Ausência permitida ao trabalho para tratar de interesse particular (apip)
12059,Autarquia
12060,Autarquia estadual
12061,Autarquia federal
12062,Autarquia municipal
12063,Autenticação
12064,Autenticação mecânica
12065,Autenticidade
12066,Auto circunstanciado
12067,Auto de arrematação
12068,Auto de arrolamento
12069,Auto de busca e apreensão
12070,Auto de corpo de delito
12071,Auto de demarcação
12072,Auto de depósito
12073,Auto de infração
12074,Auto de penhora
12075,Auto de prisão em flagrante
12076,Auto de reconhecimento
12077,Autoacusação falsa
12078,Autoaplicabilidade
12079,Autodefesa
12080,Autoexecutoriedade
12081,Autofalência
12082,Autoincriminação
12083,Autonomia
12084,Autonomia administrativa
12085,Autonomia financeira
12086,Autor
12087,Autor (direito autoral)
12088,Autor da herança
12089,Autor do crime
12090,Autoria (direito autoral)
12091,Autoria colateral
12092,Autoria coletiva
12093,Autoria do crime
12094,Autoria ignorada
12095,Autoria imediata
12096,Autoria incerta
12097,Autoria intelectual
12098,Autoria mediata
12099,Autoridade administrativa
12100,Autoridade aduaneira
12101,Autoridade central
12102,Autoridade certificadora
12103,Autoridade coatora
12104,Autoridade competente
12105,Autoridade da decisão
12106,Autoridade federal
12107,Autoridade incompetente
12108,Autoridade judicial
12109,Autoridade judiciária brasileira
12110,Autoridade policial
12111,Autoridade pública
12112,Autorizatário
12113,Autorização
12114,Autorização de saída
12115,Autorização de uso
12116,Autorização escrita
12117,Autorização especial de trânsito
12118,Autorização expressa
12119,Autorização judicial
12120,Autorização prévia
12121,Autorização verbal
12122,Autos
12123,Autos apartados
12124,Autos apensados
12125,Autos conclusos
12126,Autos originais
12127,Autos principais
12128,Autos restaurados
12129,Autos suplementares
12130,Autuação
12131,Autuação fiscal
12132,Auxiliar da justiça
12133,Auxiliar de cartório
12134,Auxiliar de enfermagem
12135,Auxiliar de farmácia
12136,Auxiliar especializado
12137,Auxiliar judiciário
12138,Auxiliar local
12139,Auxiliar operacional de serviços diversos
12140,Auxílio
12141,Auxílio ao suicídio
12142,Auxílio direto
12143,Auxílio direto ativo
12144,Auxílio direto passivo
12145,Auxílio-acidente
12146,Auxílio-alimentação
12147,Auxílio-creche
12148,Auxílio-doença
12149,Auxílio-educação
12150,Auxílio-fardamento
12151,Auxílio-funeral
12152,Auxílio-invalidez
12153,Auxílio-moradia
12154,Auxílio-natalidade
12155,Auxílio-reclusão
12156,Auxílio-suplementar
12157,Auxílio-transporte
12158,Aval
12159,Aval em branco
12160,Avaliador
12161,Avaliador judicial
12162,Avaliador oficial
12163,Avaliação
12164,Avaliação ambiental integrada (aai)
12165,Avaliação de desempenho
12166,Avaliação de impacto ambiental (aia)
12167,Avaliação prévia
12168,Avaliação psicológica
12169,Avaliação socioeconômica
12170,Avaliação técnica
12171,Avalista
12172,Avalizado
12173,Avaria
12174,Averbação
12175,Avicultura
12176,Aviso
12177,Aviso de cobrança
12178,Aviso de recebimento
12179,Aviso prévio
12180,Avocatória
12181,Avocação
12182,Avulsão
12183,Avó
12184,Avó materna
12185,Avó paterna
12186,Avô
12187,Avô materno
12188,Avô paterno
12189,Açambarcamento de bem de consumo
12190,Açambarcamento de bem de produção
12191,Ação acessória
12192,Ação anulatória
12193,Ação autônoma
12194,Ação cautelar
12195,Ação civil ex delicto
12196,Ação civil pública
12197,Ação coletiva
12198,Ação cominatória
12199,Ação condenatória
12200,Ação constitutiva
12201,Ação constitutiva negativa
12202,Ação contida
12203,Ação continente
12204,Ação cível
12205,Ação de acidente do trabalho
12206,Ação de alimentos
12207,Ação de anulação e substituição de títulos ao portador
12208,Ação de atentado
12209,Ação de cobrança
12210,Ação de consignação de chaves
12211,Ação de consignação em pagamento
12212,Ação de cumprimento
12213,Ação de depósito
12214,Ação de desapropriação
12215,Ação de despejo
12216,Ação de divisão
12217,Ação de estado
12218,Ação de exibição
12219,Ação de imissão na posse
12220,Ação de impugnação de filiação
12221,Ação de indenização
12222,Ação de investigação de paternidade
12223,Ação de locupletamento
12224,Ação de manutenção de posse
12225,Ação de nulidade
12226,Ação de nunciação de obra nova
12227,Ação de preferência
12228,Ação de prestação de contas
12229,Ação de reconhecimento de domínio
12230,Ação de reintegração de posse
12231,Ação de repetição do indébito
12232,Ação de responsabilidade (direito comercial)
12233,Ação de responsabilidade civil
12234,Ação de sonegados
12235,Ação de usucapião
12236,Ação declaratória
12237,Ação declaratória de ausência
12238,Ação declaratória de constitucionalidade
12239,Ação declaratória incidental
12240,Ação demarcatória
12241,Ação demolitória
12242,Ação direta de inconstitucionalidade
12243,Ação discriminatória
12244,Ação ex empto
12245,Ação individual
12246,Ação judicial
12247,Ação judicial cabível
12248,Ação monitória
12249,Ação negatória de paternidade
12250,Ação ordinária
12251,Ação originária
12252,Ação penal
12253,Ação penal privada
12254,Ação penal privada subsidiária
12255,Ação penal pública
12256,Ação penal pública condicionada
12257,Ação penal pública incondicionada
12258,Ação pessoal
12259,Ação petitória
12260,Ação popular
12261,Ação possessória
12262,Ação previdenciária
12263,Ação principal
12264,Ação quanti minoris
12265,Ação real
12266,Ação real entre presentes
12267,Ação redibitória
12268,Ação regressiva
12269,Ação reivindicatória
12270,Ação renovatória
12271,Ação rescisória
12272,Ação revisional
12273,Ação revocatória
12274,Ação secundária
12275,Ações
12276,Ações ao portador
12277,Ações com valor nominal
12278,Ações conexas
12279,Ações de fruição
12280,Ações em custódia
12281,Ações endossáveis
12282,Ações escriturais
12283,Ações integralizadas
12284,Ações nominativas
12285,Ações ordinárias (direito comercial)
12286,Ações preferenciais
12287,Ações sem valor nominal
12288,Ações subscritas
12289,Açúcar
12290,Bacen jud
